0, 200
1, 140
2, 168
3, 168
4, 160
5, 156
6, 152
7, 160
8, 160
9, 132
10, 164
11, 180
12, 176
13, 148
14, 480
15, 148
16, 144
17, 128
18, 176
19, 360
20, 156
21, 160
22, 168
23, 284
24, 332
25, 132
26, 156
27, 296
28, 156
29, 312
30, 156
31, 136
32, 328
33, 140
34, 320
35, 152
36, 388
37, 296
38, 136
39, 148
40, 180
41, 144
42, 136
43, 336
44, 292
45, 144
46, 364
47, 152
48, 148
49, 164
50, 160
51, 144
52, 296
53, 324
54, 332
55, 340
56, 176
57, 144
58, 172
59, 296
60, 144
61, 172
62, 180
63, 128
64, 328
65, 384
66, 188
67, 132
68, 360
69, 300
70, 360
71, 156
72, 328
73, 288
74, 408
75, 288
76, 360
77, 308
78, 296
79, 160
80, 144
81, 308
82, 152
83, 324
84, 356
85, 368
86, 344
87, 304
88, 352
89, 640
90, 340
91, 348
92, 292
93, 316
94, 328
95, 344
96, 300
97, 140
98, 400
99, 284
100, 164
101, 140
102, 336
103, 148
104, 152
105, 308
106, 320
107, 296
108, 300
109, 356
110, 380
111, 172
112, 308
113, 332
114, 304
115, 156
116, 152
117, 168
118, 388
119, 312
120, 316
121, 456
122, 372
123, 312
124, 144
125, 324
126, 372
127, 308
128, 156
129, 340
130, 312
131, 308
132, 328
133, 392
134, 316
135, 296
136, 304
137, 300
138, 392
139, 304
140, 328
141, 332
142, 344
143, 296
144, 320
145, 316
146, 308
147, 296
148, 172
149, 292
150, 344
151, 372
152, 304
153, 352
154, 300
155, 340
156, 292
157, 316
158, 328
159, 448
160, 300
161, 296
162, 304
163, 304
164, 328
165, 324
166, 304
167, 332
168, 324
169, 340
170, 316
171, 332
172, 324
173, 296
174, 372
175, 452
176, 292
177, 812
178, 312
179, 316
180, 912
181, 300
182, 360
183, 288
184, 336
185, 288
186, 416
187, 332
188, 152
189, 1136
190, 336
191, 284
192, 296
193, 300
194, 352
195, 332
196, 308
197, 344
198, 296
199, 332
200, 296
201, 304
202, 456
203, 356
204, 288
205, 328
206, 384
207, 316
208, 300
209, 296
210, 292
211, 316
212, 292
213, 312
214, 352
215, 316
216, 328
217, 300
218, 392
219, 296
220, 320
221, 296
222, 304
223, 540
224, 292
225, 328
226, 296
227, 328
228, 352
229, 848
230, 328
231, 316
232, 340
233, 284
234, 336
235, 292
236, 304
237, 316
238, 360
239, 324
240, 332
241, 312
242, 360
243, 296
244, 296
245, 332
246, 336
247, 344
248, 348
249, 296
250, 336
251, 300
252, 312
253, 340
254, 392
255, 328
256, 332
257, 292
258, 348
259, 320
260, 312
261, 296
262, 440
263, 320
264, 296
265, 336
266, 372
267, 296
268, 296
269, 468
270, 320
271, 312
272, 276
273, 328
274, 360
275, 316
276, 320
277, 312
278, 368
279, 468
280, 324
281, 288
282, 336
283, 360
284, 320
285, 308
286, 380
287, 328
288, 304
289, 336
290, 332
291, 292
292, 324
293, 324
294, 424
295, 288
296, 292
297, 788
298, 368
299, 348
300, 312
301, 328
302, 540
303, 380
304, 336
305, 316
306, 332
307, 332
308, 300
309, 336
310, 320
311, 372
312, 300
313, 324
314, 296
315, 304
316, 344
317, 364
318, 296
319, 780
320, 288
321, 320
322, 316
323, 280
324, 340
325, 432
326, 336
327, 304
328, 296
329, 316
330, 324
331, 312
332, 292
333, 336
334, 316
335, 284
336, 324
337, 308
338, 424
339, 292
340, 336
341, 292
342, 424
343, 332
344, 336
345, 416
346, 296
347, 316
348, 300
349, 316
350, 324
351, 304
352, 344
353, 292
354, 316
355, 344
356, 316
357, 436
358, 296
359, 296
360, 324
361, 304
362, 416
363, 296
364, 292
365, 292
366, 296
367, 292
368, 328
369, 304
370, 336
371, 296
372, 320
373, 336
374, 352
375, 436
376, 300
377, 468
378, 300
379, 320
380, 380
381, 292
382, 372
383, 328
384, 304
385, 312
386, 300
387, 336
388, 308
389, 392
390, 316
391, 300
392, 308
393, 344
394, 472
395, 328
396, 312
397, 300
398, 296
399, 304
400, 316
401, 336
402, 292
403, 364
404, 320
405, 316
406, 372
407, 312
408, 316
409, 300
410, 308
411, 692
412, 328
413, 324
414, 336
415, 304
416, 320
417, 348
418, 292
419, 1140
420, 796
421, 308
422, 296
423, 340
424, 316
425, 352
426, 296
427, 288
428, 388
429, 500
430, 316
431, 296
432, 376
433, 324
434, 292
435, 312
436, 316
437, 320
438, 324
439, 328
440, 300
441, 364
442, 344
443, 300
444, 316
445, 324
446, 296
447, 308
448, 316
449, 324
450, 308
451, 356
452, 324
453, 328
454, 328
455, 316
456, 332
457, 332
458, 388
459, 412
460, 336
461, 308
462, 400
463, 324
464, 316
465, 752
466, 296
467, 300
468, 364
469, 356
470, 360
471, 292
472, 304
473, 312
474, 392
475, 288
476, 336
477, 864
478, 364
479, 328
480, 340
481, 328
482, 368
483, 488
484, 312
485, 304
486, 332
487, 292
488, 324
489, 348
490, 368
491, 316
492, 296
493, 352
494, 352
495, 296
496, 348
497, 320
498, 296
499, 380
500, 324
