0, 476
1, 332
2, 380
3, 328
4, 404
5, 344
6, 348
7, 312
8, 344
9, 308
10, 340
11, 324
12, 140
13, 316
14, 360
15, 304
16, 348
17, 324
18, 360
19, 308
20, 352
21, 292
22, 344
23, 296
24, 316
25, 292
26, 560
27, 332
28, 904
29, 284
30, 336
31, 324
32, 316
33, 296
34, 296
35, 384
36, 352
37, 524
38, 544
39, 352
40, 368
41, 392
42, 304
43, 332
44, 284
45, 312
46, 336
47, 152
48, 284
49, 328
50, 328
51, 332
52, 344
53, 464
54, 380
55, 292
56, 304
57, 336
58, 340
59, 308
60, 292
61, 336
62, 340
63, 340
64, 296
65, 316
66, 436
67, 332
68, 300
69, 296
70, 332
71, 280
72, 304
73, 312
74, 344
75, 300
76, 308
77, 348
78, 344
79, 312
80, 372
81, 304
82, 352
83, 296
84, 304
85, 304
86, 336
87, 320
88, 300
89, 360
90, 356
91, 320
92, 344
93, 324
94, 320
95, 368
96, 364
97, 856
98, 404
99, 292
100, 312
101, 332
102, 1040
103, 304
104, 296
105, 284
106, 316
107, 328
108, 768
109, 312
110, 324
111, 324
112, 308
113, 328
114, 324
115, 328
116, 300
117, 332
118, 340
119, 292
120, 320
121, 300
122, 340
123, 324
124, 304
125, 320
126, 340
127, 300
128, 380
129, 316
130, 372
131, 292
132, 360
133, 320
134, 356
135, 288
136, 1200
137, 352
138, 348
139, 316
140, 296
141, 320
142, 340
143, 396
144, 372
145, 308
146, 340
147, 304
148, 328
149, 288
150, 344
151, 368
152, 348
153, 296
154, 316
155, 344
156, 336
157, 336
158, 324
159, 304
160, 348
161, 396
162, 344
163, 288
164, 320
165, 332
166, 332
167, 308
168, 332
169, 300
170, 408
171, 372
172, 292
173, 320
174, 360
175, 304
176, 324
177, 304
178, 948
179, 332
180, 312
181, 360
182, 324
183, 316
184, 364
185, 292
186, 316
187, 312
188, 344
189, 304
190, 372
191, 404
192, 336
193, 348
194, 312
195, 344
196, 300
197, 412
198, 300
199, 316
200, 292
201, 304
202, 304
203, 280
204, 292
205, 336
206, 340
207, 312
208, 384
209, 340
210, 344
211, 312
212, 332
213, 332
214, 364
215, 304
216, 320
217, 432
218, 584
219, 296
220, 344
221, 300
222, 296
223, 332
224, 432
225, 284
226, 324
227, 316
228, 388
229, 316
230, 324
231, 304
232, 368
233, 296
234, 352
235, 672
236, 324
237, 388
238, 344
239, 336
240, 284
241, 372
242, 996
243, 308
244, 288
245, 308
246, 312
247, 288
248, 328
249, 304
250, 344
251, 516
252, 324
253, 296
254, 328
255, 308
256, 304
257, 364
258, 300
259, 328
260, 304
261, 456
262, 328
263, 324
264, 320
265, 344
266, 328
267, 336
268, 296
269, 336
270, 340
