256, 6.953125
512, 8.015625
768, 7.799479166666667
1024, 7.90625
1280, 7.5859375
1536, 7.93359375
1792, 7.717633928571429
2048, 7.8720703125
2304, 8.563368055555555
2560, 7.94296875
2816, 8.725142045454545
3072, 7.832682291666667
3328, 7.751201923076923
3584, 7.86328125
3840, 7.820833333333334
4096, 7.99560546875
4352, 8.561121323529411
4608, 9.20920138888889
4864, 8.776315789473685
5120, 9.60390625
5376, 9.294270833333334
5632, 9.413707386363637
5888, 9.537364130434783
6144, 9.765625
6400, 10.0240625
6656, 9.96063701923077
6912, 10.12673611111111
7168, 10.462611607142858
7424, 10.449084051724139
7680, 10.44921875
7936, 10.6953125
8192, 10.70166015625
