256, 5.7890625
512, 6.234375
768, 6.770833333333333
1024, 8.2109375
1280, 7.125
1536, 7.192708333333333
1792, 7.203125
2048, 7.080078125
2304, 7.457465277777778
2560, 7.89921875
2816, 7.825994318181818
3072, 7.908203125
3328, 8.447115384615385
3584, 10.170758928571429
3840, 9.7609375
4096, 11.7333984375
4352, 12.083639705882353
4608, 13.926649305555555
4864, 15.980263157894736
5120, 17.29609375
5376, 17.500372023809526
5632, 18.780539772727273
5888, 19.56046195652174
6144, 21.368489583333332
6400, 21.610625
6656, 24.994591346153847
6912, 24.07002314814815
7168, 24.553292410714285
7424, 25.788793103448278
7680, 28.1609375
7936, 30.59828629032258
8192, 29.378662109375
